90
861,650,542,220,104,194,208,719,709,NULL,NULL,NULL,NULL,NULL,NULL,NULL
369,928,633,378,683,22,497,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
158,583,894,794,823,20,622,154,613,NULL,NULL,NULL,NULL,NULL,NULL,NULL
741,281,926,14,564,430,826,428,702,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,315,191,544,645,857,493,46,991,NULL,NULL,NULL,NULL,NULL,NULL,NULL
756,744,927,827,586,423,556,536,647,341,NULL,NULL,NULL,NULL,NULL,NULL
877,134,236,740,256,775,87,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,367,412,199,372,319,924,658,727,509,NULL,NULL,NULL,NULL,NULL,NULL
518,431,354,881,715,64,165,178,748,NULL,NULL,NULL,NULL,NULL,NULL,NULL
523,631,538,908,512,17,172,355,751,NULL,NULL,NULL,NULL,NULL,NULL,NULL
552,350,550,626,747,491,627,12,879,NULL,NULL,NULL,NULL,NULL,NULL,NULL
853,344,303,623,579,70,63,796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
436,317,610,934,710,179,228,125,196,478,768,138,270,439,987,388
102,771,277,287,868,979,109,44,180,267,NULL,NULL,NULL,NULL,NULL,NULL
763,959,945,249,855,547,442,309,584,NULL,NULL,NULL,NULL,NULL,NULL,NULL
883,847,206,589,259,580,692,94,343,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900,1000,981,508,769,526,332,252,573,906,387,91,394,443,612,NULL
655,53,965,901,670,29,235,84,246,203,787,677,950,NULL,NULL,NULL
272,833,16,409,635,18,694,974,486,NULL,NULL,NULL,NULL,NULL,NULL,NULL
966,183,859,395,563,697,301,603,599,422,477,243,684,746,967,NULL
9,334,173,770,535,736,712,915,764,899,241,NULL,NULL,NULL,NULL,NULL
254,49,602,266,123,707,514,722,351,113,724,NULL,NULL,NULL,NULL,NULL
390,543,884,726,629,892,296,52,324,313,40,410,551,886,565,NULL
276,88,209,247,698,441,652,210,381,314,NULL,NULL,NULL,NULL,NULL,NULL
188,466,786,274,856,703,85,980,672,449,619,989,62,832,636,NULL
976,427,258,814,321,939,80,706,872,620,NULL,NULL,NULL,NULL,NULL,NULL
384,473,505,278,128,738,145,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,23,81,97,961,682,139,293,909,659,674,NULL,NULL,NULL,NULL,NULL
15,306,773,994,789,79,421,761,24,237,NULL,NULL,NULL,NULL,NULL,NULL
460,638,356,483,776,60,105,371,903,907,NULL,NULL,NULL,NULL,NULL,NULL
470,970,607,821,462,358,831,649,280,38,NULL,NULL,NULL,NULL,NULL,NULL
300,257,294,56,239,705,5,700,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL
711,316,464,153,506,92,331,55,455,944,NULL,NULL,NULL,NULL,NULL,NULL
376,515,553,361,585,851,653,248,587,891,28,NULL,NULL,NULL,NULL,NULL
510,364,192,689,335,383,458,874,219,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,426,893,997,779,743,212,86,397,481,957,NULL,NULL,NULL,NULL,NULL
111,392,96,32,869,450,835,516,414,308,813,182,8,418,522,NULL
106,941,904,839,273,846,656,213,641,973,520,268,31,NULL,NULL,NULL
571,576,202,126,50,609,601,360,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
880,842,393,375,468,739,174,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
936,686,377,160,326,731,865,467,958,327,594,451,402,521,NULL,NULL
838,611,345,952,671,737,459,625,675,401,447,590,808,NULL,NULL,NULL
662,902,124,676,699,570,368,488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
809,938,730,549,25,27,54,318,232,260,328,342,914,21,330,982
624,660,71,133,69,668,830,628,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
728,438,525,637,352,605,651,774,931,567,444,NULL,NULL,NULL,NULL,NULL
843,405,101,767,502,983,221,792,735,226,854,175,NULL,NULL,NULL,NULL
511,429,155,357,788,391,302,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119,480,999,157,224,471,985,149,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL
304,634,408,216,818,99,152,562,310,503,885,NULL,NULL,NULL,NULL,NULL
819,215,782,963,596,218,340,840,993,568,72,NULL,NULL,NULL,NULL,NULL
193,780,382,164,117,142,415,170,499,198,495,554,NULL,NULL,NULL,NULL
233,457,214,137,200,557,791,889,867,140,227,753,949,492,7,NULL
804,524,968,475,45,714,519,141,476,969,972,533,78,NULL,NULL,NULL
453,960,13,545,657,2,578,161,269,977,454,919,469,680,871,NULL
923,489,844,380,548,816,943,953,733,385,NULL,NULL,NULL,NULL,NULL,NULL
845,207,639,666,591,948,338,646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
933,617,935,379,817,159,930,222,323,10,790,NULL,NULL,NULL,NULL,NULL
298,347,858,729,850,785,588,964,337,558,NULL,NULL,NULL,NULL,NULL,NULL
986,597,805,66,561,690,250,413,546,608,640,353,NULL,NULL,NULL,NULL
494,685,432,598,911,127,68,529,234,112,836,574,642,600,992,NULL
400,485,163,777,806,3,876,240,555,231,297,870,NULL,NULL,NULL,NULL
238,168,251,245,156,593,230,225,39,673,572,484,107,456,NULL,NULL
946,828,834,398,618,678,205,325,875,320,61,370,NULL,NULL,NULL,NULL
528,988,811,721,534,929,115,621,264,781,336,852,704,560,NULL,NULL
151,339,866,760,166,532,177,708,539,95,51,537,582,275,661,120
265,185,75,663,406,242,665,912,197,825,42,76,479,530,NULL,NULL
720,284,100,472,261,322,403,490,424,918,NULL,NULL,NULL,NULL,NULL,NULL
695,810,978,517,527,932,975,291,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
873,920,905,425,541,752,793,6,937,146,271,263,NULL,NULL,NULL,NULL
255,971,417,110,47,43,696,312,693,NULL,NULL,NULL,NULL,NULL,NULL,NULL
630,184,26,420,366,446,195,766,864,NULL,NULL,NULL,NULL,NULL,NULL,NULL
954,837,890,373,849,147,664,285,951,396,841,688,362,898,701,NULL
784,176,577,765,501,48,783,569,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,772,654,346,162,734,798,795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
815,913,984,942,575,116,150,279,73,807,82,962,NULL,NULL,NULL,NULL
742,108,745,83,461,169,750,348,399,121,465,507,566,4,NULL,NULL
998,103,333,211,940,307,778,803,956,801,1,824,118,616,NULL,NULL
759,687,679,419,136,305,131,482,713,797,925,NULL,NULL,NULL,NULL,NULL
691,37,863,129,189,474,114,496,190,181,290,187,643,NULL,NULL,NULL
283,311,820,349,540,749,452,615,595,NULL,NULL,NULL,NULL,NULL,NULL,NULL
500,144,416,995,762,604,295,448,723,286,606,363,757,437,644,NULL
996,559,329,504,513,860,888,282,201,262,812,947,244,440,67,NULL
292,922,531,463,98,800,217,36,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL
614,895,848,990,921,917,365,122,897,411,NULL,NULL,NULL,NULL,NULL,NULL
716,802,229,669,223,186,681,167,359,725,93,404,77,135,955,NULL
