100
57,11,90,-1
35,75,7,-1
92,95,47,-1
74,83,37,-1
16,1,11,-1
2,15,65,-1
53,76,45,-1
6,67,63,-1
77,89,83,-1
78,69,14,-1
65,61,26,-1
7,97,73,-1
83,21,24,-1
15,66,78,-1
8,37,4,-1
52,2,6,-1
10,70,80,-1
68,27,9,-1
84,81,25,-1
71,7,94,-1
19,63,69,-1
29,22,66,-1
18,8,-1,-1
60,58,19,-1
46,96,79,-1
37,59,86,-1
26,51,23,-1
55,47,10,-1
62,78,55,-1
69,50,18,-1
93,19,57,-1
56,3,31,-1
33,14,1,-1
66,38,42,-1
91,91,98,-1
42,100,32,-1
96,52,29,-1
49,80,41,-1
72,30,93,-1
32,9,97,-1
73,25,59,-1
23,57,54,-1
27,49,56,-1
47,82,17,-1
58,33,39,-1
88,79,67,-1
9,41,36,-1
13,5,96,-1
87,24,95,-1
76,48,22,-1
17,77,21,-1
94,26,85,-1
30,85,51,-1
81,28,35,-1
100,65,89,-1
45,68,15,-1
41,6,50,-1
50,64,13,-1
82,46,16,-1
67,13,71,-1
43,71,88,-1
20,62,68,-1
86,17,72,-1
63,90,74,-1
98,31,43,-1
48,93,58,-1
79,94,84,-1
31,36,53,-1
40,16,82,-1
89,86,28,-1
39,32,91,-1
75,73,38,-1
90,35,44,-1
51,44,12,-1
64,98,34,-1
54,54,99,-1
5,40,30,-1
12,56,70,-1
28,29,81,-1
38,18,87,-1
85,12,3,-1
21,42,20,-1
3,92,77,-1
4,34,52,-1
44,23,2,-1
34,84,48,-1
61,43,60,-1
97,39,46,-1
95,20,33,-1
14,88,49,-1
59,72,61,-1
11,10,8,-1
22,99,92,-1
70,55,100,-1
80,4,5,-1
24,60,76,-1
99,87,27,-1
36,74,75,-1
25,45,64,-1
1,53,62,-1
